,accuracy,loss,val_accuracy,val_loss
0,0.9924506545066833,0.018885163590312004,0.9813953638076782,0.06379164010286331
1,0.9988385438919067,0.004019489046186209,0.9953488111495972,0.028312696143984795
2,0.9994192719459534,0.004415069241076708,0.569767415523529,5.051481246948242
3,0.9947735071182251,0.012183792889118195,0.7930232286453247,1.7610101699829102
4,0.99303138256073,0.030403269454836845,0.5418604612350464,4.071560859680176
5,0.9959349632263184,0.012554419226944447,0.47441861033439636,33.743473052978516
6,0.9947735071182251,0.01377853099256754,0.8813953399658203,0.4779481291770935
7,0.9982578158378601,0.007059854455292225,0.9279069900512695,0.2607291042804718
8,0.996515691280365,0.008427652530372143,0.5534883737564087,3.935699939727783
9,0.9959349632263184,0.018885739147663116,0.8232558369636536,0.9697511792182922
10,0.99303138256073,0.016826452687382698,0.8604651093482971,1.3541899919509888
11,0.9959349632263184,0.012255552224814892,0.7790697813034058,2.0684125423431396
12,0.9976771473884583,0.008411585353314877,0.565116286277771,3.5169739723205566
13,0.9947735071182251,0.012015799060463905,0.5418604612350464,5.165135383605957
14,0.9901277422904968,0.027176333591341972,0.6395348906517029,3.1959567070007324
15,0.9936120510101318,0.025622909888625145,0.5186046361923218,4.254240036010742
16,0.9941927790641785,0.014273294247686863,0.9674418568611145,0.12768736481666565
17,0.9953542351722717,0.010313904844224453,0.9813953638076782,0.04677674174308777
18,0.9988385438919067,0.005886290688067675,0.9883720874786377,0.054077260196208954
19,0.996515691280365,0.00662257568910718,0.9906976819038391,0.03872799128293991
